month,regional_team,chemical,bnf_name,items,quantity,total_list_size,rate
2025-03-01,Y61,Atorvastatin,Atorvastatin 80mg tablets,81258,2381702.0,7341207,0.01106875204581481
2025-03-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral solution,2,1120.0,6149586,3.2522514523741923e-07
2025-03-01,Y56,Atorvastatin,Atorvastatin 10mg tablets,71764,2605614.0,11120160,0.006453504266125667
2025-03-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,9,498.0,11120160,8.093408727931972e-07
2025-03-01,Y56,Atorvastatin,Lipitor 20mg chewable tablets,13,720.0,11120160,1.1690479273679516e-06
2025-03-01,Y60,Atorvastatin,Atorvastatin 10mg/5ml oral solution,3,750.0,12018637,2.496123312485434e-07
2025-03-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral solution,1,150.0,11120160,8.992676364368858e-08
2025-03-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral solution,1,150.0,11120160,8.992676364368858e-08
2025-03-01,Y60,Atorvastatin,Atorvastatin 20mg tablets,668326,22708515.0,12018637,0.055607470298004676
2025-03-01,Y58,Atorvastatin,Lipitor 80mg tablets,92,3045.0,6149586,1.4960356680921285e-05
2025-03-01,Y61,Atorvastatin,Atorvastatin 60mg tablets,981,28966.0,7341207,0.000133629251974505
2025-03-01,Y56,Atorvastatin,Atorvastatin 20mg tablets,376342,13759818.0,11120160,0.03384321808319305
2025-03-01,Y56,Atorvastatin,Lipitor 40mg tablets,255,11354.0,11120160,2.293132472914059e-05
2025-03-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,23,1026.0,9881533,2.32757407175587e-06
2025-03-01,Y63,Atorvastatin,Atorvastatin 40mg tablets,334258,9437919.0,9275864,0.03603524156887165
2025-03-01,Y63,Atorvastatin,Atorvastatin 80mg tablets,223380,5497899.0,9275864,0.02408185372273677
2025-03-01,Y56,Atorvastatin,Atorvastatin 40mg tablets,228311,6594740.0,11120160,0.020531269334254185
2025-03-01,Y59,Atorvastatin,Atorvastatin 60mg tablets,710,26362.0,9881533,7.185119960637686e-05
2025-03-01,Y61,Atorvastatin,Lipitor 20mg tablets,1343,41289.0,7341207,0.00018293994434430197
2025-03-01,Y59,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,409,18900.0,9881533,4.139033892818048e-05
2025-03-01,Y58,Atorvastatin,Atorvastatin 80mg tablets,94423,2973890.0,6149586,0.015354366944376419
2025-03-01,Y62,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,80,3027.0,7970396,1.0037142445620018e-05
2025-03-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,27,6300.0,6149586,4.390539460705159e-06
2025-03-01,Y63,Atorvastatin,Atorvastatin 10mg/5ml oral solution,3,900.0,9275864,3.234200070203703e-07
2025-03-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,158,41550.0,9275864,1.7033453703072834e-05
2025-03-01,Y59,Atorvastatin,Atorvastatin 20mg tablets,407575,15982841.0,9881533,0.0412461305346043
2025-03-01,Y60,Atorvastatin,Lipitor 20mg tablets,1649,49401.0,12018637,0.0001372035780762827
2025-03-01,Y59,Atorvastatin,Lipitor 20mg tablets,811,28141.0,9881533,8.207228574756569e-05
2025-03-01,Y59,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,61,2206.0,9881533,6.173131233787308e-06
2025-03-01,Y60,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,159,5082.0,12018637,1.3229453556172801e-05
2025-03-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,95,22650.0,7341207,1.2940651312515776e-05
2025-03-01,Y56,Atorvastatin,Atorvastatin 30mg tablets,96,3347.0,11120160,8.632969309794103e-06
2025-03-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,86,21000.0,11120160,7.733701673357218e-06
2025-03-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,438,17644.0,7970396,5.495335488976959e-05
2025-03-01,Y62,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,1,300.0,7970396,1.2546428057025022e-07
2025-03-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral solution,2,200.0,9881533,2.0239774537007567e-07
2025-03-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,4,590.0,7970396,5.018571222810009e-07
2025-03-01,Y61,Atorvastatin,Atorvastatin 10mg/5ml oral solution,1,300.0,7341207,1.3621738223700817e-07
2025-03-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,58,1702.0,7341207,7.900608169746474e-06
2025-03-01,Y61,Atorvastatin,Atorvastatin 30mg tablets,386,12152.0,7341207,5.257990954348515e-05
2025-03-01,Y60,Atorvastatin,Lipitor 10mg chewable tablets,6,208.0,12018637,4.992246624970868e-07
2025-03-01,Y59,Atorvastatin,Atorvastatin 10mg tablets,70499,2731763.0,9881533,0.007134419325422483
2025-03-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,1,200.0,11120160,8.992676364368858e-08
2025-03-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,3,680.0,11120160,2.6978029093106573e-07
2025-03-01,Y58,Atorvastatin,Lipitor 40mg tablets,176,6987.0,6149586,2.8619812780892894e-05
2025-03-01,Y61,Atorvastatin,Lipitor 80mg tablets,85,2680.0,7341207,1.1578477490145694e-05
2025-03-01,Y62,Atorvastatin,Atorvastatin 30mg tablets,83,2688.0,7970396,1.0413535287330767e-05
2025-03-01,Y56,Atorvastatin,Atorvastatin 80mg tablets,126663,3012908.0,11120160,0.011390393663400526
2025-03-01,Y60,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,735,30017.0,12018637,6.115502115589314e-05
2025-03-01,Y61,Atorvastatin,Atorvastatin 20mg tablets,395143,12746296.0,7341207,0.053825345069278115
2025-03-01,Y63,Atorvastatin,Atorvastatin 60mg tablets,606,17816.0,9275864,6.53308414181148e-05
2025-03-01,Y60,Atorvastatin,Atorvastatin 40mg tablets,280922,9209186.0,12018637,0.02337386510633444
2025-03-01,Y60,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,3,300.0,12018637,2.496123312485434e-07
2025-03-01,Y58,Atorvastatin,Lipitor 10mg chewable tablets,2,58.0,6149586,3.2522514523741923e-07
2025-03-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,329,14154.0,7341207,4.4815518755975686e-05
2025-03-01,Y58,Atorvastatin,Lipitor 10mg tablets,184,7134.0,6149586,2.992071336184257e-05
2025-03-01,Y58,Atorvastatin,Atorvastatin 40mg tablets,150863,5134193.0,6149586,0.02453222054297639
2025-03-01,Y63,Atorvastatin,Lipitor 80mg tablets,137,4081.0,9275864,1.4769513653930244e-05
2025-03-01,Y56,Atorvastatin,Lipitor 80mg tablets,103,3584.0,11120160,9.262456655299924e-06
2025-03-01,Y61,Atorvastatin,Atorvastatin 40mg tablets,177886,5524193.0,7341207,0.024231165256612435
2025-03-01,Y56,Atorvastatin,Lipitor 10mg tablets,333,14407.0,11120160,2.99456122933483e-05
2025-03-01,Y63,Atorvastatin,Lipitor 10mg tablets,286,9801.0,9275864,3.083270733594197e-05
2025-03-01,Y58,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,216,9866.0,6149586,3.5124315685641274e-05
2025-03-01,Y56,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,313,10831.0,11120160,2.8147077020474525e-05
2025-03-01,Y60,Atorvastatin,Lipitor 40mg tablets,613,17947.0,12018637,5.1004119685119036e-05
2025-03-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,3,1200.0,7341207,4.086521467110245e-07
2025-03-01,Y59,Atorvastatin,Lipitor 10mg chewable tablets,9,358.0,9881533,9.107898541653406e-07
2025-03-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral solution,4,900.0,7970396,5.018571222810009e-07
2025-03-01,Y59,Atorvastatin,Atorvastatin 80mg tablets,104561,3561782.0,9881533,0.010581455326820241
2025-03-01,Y60,Atorvastatin,Lipitor 10mg tablets,451,15642.0,12018637,3.752505379769769e-05
2025-03-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,257,8638.0,6149586,4.179143116300837e-05
2025-03-01,Y58,Atorvastatin,Atorvastatin 30mg tablets,191,5866.0,6149586,3.1059001370173535e-05
2025-03-01,Y62,Atorvastatin,Lipitor 10mg tablets,247,9718.0,7970396,3.09896773008518e-05
2025-03-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,84,19500.0,7970396,1.0538999567901018e-05
2025-03-01,Y59,Atorvastatin,Atorvastatin 30mg tablets,195,7720.0,9881533,1.973378017358238e-05
2025-03-01,Y62,Atorvastatin,Lipitor 80mg tablets,92,3614.0,7970396,1.154271381246302e-05
2025-03-01,Y59,Atorvastatin,Atorvastatin 40mg tablets,205305,7549815.0,9881533,0.020776634556601694
2025-03-01,Y60,Atorvastatin,Atorvastatin 30mg tablets,390,12271.0,12018637,3.244960306231064e-05
2025-03-01,Y61,Atorvastatin,Lipitor 40mg tablets,547,17607.0,7341207,7.451090808364347e-05
2025-03-01,Y59,Atorvastatin,Lipitor 10mg tablets,340,15132.0,9881533,3.4407616712912866e-05
2025-03-01,Y62,Atorvastatin,Atorvastatin 10mg tablets,66172,2242441.0,7970396,0.008302222373894597
2025-03-01,Y60,Atorvastatin,Lipitor 80mg tablets,161,4872.0,12018637,1.3395861777005162e-05
2025-03-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,89,21150.0,9881533,9.006699668968367e-06
2025-03-01,Y58,Atorvastatin,Lipitor 20mg tablets,284,10306.0,6149586,4.6181970623713535e-05
2025-03-01,Y61,Atorvastatin,Atorvastatin 10mg tablets,79148,2575602.0,7341207,0.010781333369294722
2025-03-01,Y61,Atorvastatin,Lipitor 20mg chewable tablets,16,676.0,7341207,2.1794781157921308e-06
2025-03-01,Y60,Atorvastatin,Atorvastatin 10mg tablets,104812,3591206.0,12018637,0.008720789220940777
2025-03-01,Y59,Atorvastatin,Atorvastatin 10mg/5ml oral solution,4,1050.0,9881533,4.0479549074015134e-07
2025-03-01,Y63,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,860,33567.0,9275864,9.271373534583948e-05
2025-03-01,Y63,Atorvastatin,Lipitor 10mg chewable tablets,7,354.0,9275864,7.546466830475307e-07
2025-03-01,Y62,Atorvastatin,Lipitor 20mg chewable tablets,27,1120.0,7970396,3.387535575396756e-06
2025-04-01,Y61,Atorvastatin,Lipitor 40mg tablets,519,17235.0,7342352,7.06857965948786e-05
2025-04-01,Y56,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,323,10330.0,11124285,2.903557397172043e-05
2025-04-01,Y59,Atorvastatin,Lipitor 20mg tablets,615,22950.0,9884038,6.2221533344975e-05
2025-04-01,Y59,Atorvastatin,Lipitor 10mg chewable tablets,8,390.0,9884038,8.093857996094309e-07
2025-04-01,Y58,Atorvastatin,Lipitor 80mg tablets,88,3161.0,6149150,1.4310921021604612e-05
2025-04-01,Y59,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,81,2684.0,9884038,8.195031221045487e-06
2025-04-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,6,1400.0,9884038,6.070393497070731e-07
2025-04-01,Y59,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,422,19207.0,9884038,4.269510092939748e-05
2025-04-01,Y58,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,38,1346.0,6149150,6.179715895692901e-06
2025-04-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral solution,1,300.0,7972232,1.2543538622558902e-07
2025-04-01,Y63,Atorvastatin,Atorvastatin 60mg tablets,568,16821.0,9275991,6.1233349622698e-05
2025-04-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,19,3750.0,6149150,3.0898579478464505e-06
2025-04-01,Y63,Atorvastatin,Atorvastatin 20mg tablets,575811,17204768.0,9275991,0.06207541598520309
2025-04-01,Y58,Atorvastatin,Atorvastatin 30mg tablets,189,5964.0,6149150,3.073595537594627e-05
2025-04-01,Y63,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,750.0,9275991,2.1561038599541547e-07
2025-04-01,Y63,Atorvastatin,Atorvastatin 10mg tablets,71480,2089326.0,9275991,0.007705915195476149
2025-04-01,Y56,Atorvastatin,Atorvastatin 10mg tablets,72178,2592676.0,11124285,0.006488327114956153
2025-04-01,Y59,Atorvastatin,Atorvastatin 30mg tablets,202,8233.0,9884038,2.043699144013813e-05
2025-04-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,281,9283.0,6149150,4.5697372807623815e-05
2025-04-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,85,19650.0,9884038,8.599724120850203e-06
2025-04-01,Y58,Atorvastatin,Atorvastatin 20mg tablets,327494,11616471.0,6149150,0.0532584178301066
2025-04-01,Y58,Atorvastatin,Lipitor 20mg chewable tablets,20,858.0,6149150,3.2524820503646846e-06
2025-04-01,Y63,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,66,2310.0,9275991,7.115142737848711e-06
2025-04-01,Y60,Atorvastatin,Atorvastatin 10mg tablets,105865,3605996.0,12021227,0.008806505359228304
2025-04-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral solution,3,570.0,11124285,2.696802536073105e-07
2025-04-01,Y61,Atorvastatin,Lipitor 10mg chewable tablets,5,146.0,7342352,6.809806993726261e-07
2025-04-01,Y58,Atorvastatin,Lipitor 20mg tablets,283,10381.0,6149150,4.602262101266029e-05
2025-04-01,Y61,Atorvastatin,Atorvastatin 80mg tablets,82826,2409895.0,7342352,0.011280581481247425
2025-04-01,Y58,Atorvastatin,Atorvastatin 10mg tablets,40979,1416092.0,6149150,0.00666417309709472
2025-04-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,322,13482.0,7342352,4.385515703959712e-05
2025-04-01,Y62,Atorvastatin,Lipitor 10mg tablets,243,9108.0,7972232,3.048079885281813e-05
2025-04-01,Y61,Atorvastatin,Lipitor 10mg tablets,524,16649.0,7342352,7.136677729425122e-05
2025-04-01,Y56,Atorvastatin,Atorvastatin 40mg tablets,230734,6603735.0,11124285,0.020741467878609726
2025-04-01,Y63,Atorvastatin,Lipitor 10mg tablets,306,9732.0,9275991,3.298838905729857e-05
2025-04-01,Y60,Atorvastatin,Atorvastatin 30mg tablets,379,11599.0,12021227,3.1527563700444224e-05
2025-04-01,Y56,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,68,2387.0,11124285,6.112752415099038e-06
2025-04-01,Y58,Atorvastatin,Lipitor 10mg chewable tablets,7,266.0,6149150,1.1383687176276397e-06
2025-04-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,5,1940.0,7342352,6.809806993726261e-07
2025-04-01,Y59,Atorvastatin,Atorvastatin 10mg tablets,70412,2717483.0,9884038,0.007123809115262406
2025-04-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,93,24900.0,11124285,8.360087861826626e-06
2025-04-01,Y59,Atorvastatin,Atorvastatin 80mg tablets,105607,3583101.0,9884038,0.010684600767419146
2025-04-01,Y61,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,600.0,7342352,2.7239227974905043e-07
2025-04-01,Y60,Atorvastatin,Atorvastatin 60mg tablets,808,24138.0,12021227,6.721443659619771e-05
2025-04-01,Y59,Atorvastatin,Lipitor 40mg tablets,354,13206.0,9884038,3.5815321632717315e-05
2025-04-01,Y59,Atorvastatin,Atorvastatin 20mg/5ml oral solution,1,100.0,9884038,1.0117322495117886e-07
2025-04-01,Y61,Atorvastatin,Atorvastatin 20mg tablets,400398,12876790.0,7342352,0.05453266201348015
2025-04-01,Y60,Atorvastatin,Lipitor 20mg chewable tablets,152,3893.0,12021227,1.2644299953740163e-05
2025-04-01,Y63,Atorvastatin,Atorvastatin 30mg tablets,156,4487.0,9275991,1.6817610107642408e-05
2025-04-01,Y56,Atorvastatin,Atorvastatin 30mg tablets,100,3504.0,11124285,8.98934178691035e-06
2025-04-01,Y59,Atorvastatin,Atorvastatin 40mg tablets,205846,7571761.0,9884038,0.020826103663300365
2025-04-01,Y59,Atorvastatin,Lipitor 10mg tablets,296,12840.0,9884038,2.9947274585548943e-05
2025-04-01,Y62,Atorvastatin,Lipitor 20mg chewable tablets,25,982.0,7972232,3.1358846556397253e-06
2025-04-01,Y62,Atorvastatin,Atorvastatin 60mg tablets,459,13695.0,7972232,5.757484227754536e-05
2025-04-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,33,10470.0,12021227,2.7451440689041145e-06
2025-04-01,Y63,Atorvastatin,Atorvastatin 80mg tablets,228232,5598873.0,9275991,0.024604594808252833
2025-04-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,435,17663.0,7972232,5.456439300813122e-05
2025-04-01,Y59,Atorvastatin,Atorvastatin 20mg tablets,408362,15990841.0,9884038,0.0413153004875133
2025-04-01,Y63,Atorvastatin,Lipitor 40mg tablets,253,8498.0,9275991,2.727471382842006e-05
2025-04-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,21,914.0,9884038,2.124637723974756e-06
2025-04-01,Y63,Atorvastatin,Lipitor 20mg tablets,366,12055.0,9275991,3.945670063716103e-05
2025-04-01,Y56,Atorvastatin,Lipitor 10mg tablets,316,13863.0,11124285,2.8406320046636707e-05
2025-04-01,Y61,Atorvastatin,Atorvastatin 40mg tablets,179706,5556610.0,7342352,0.02447526351229143
2025-04-01,Y60,Atorvastatin,Lipitor 10mg chewable tablets,13,444.0,12021227,1.0814203907804087e-06
2025-04-01,Y62,Atorvastatin,Lipitor 20mg tablets,322,12306.0,7972232,4.039019436463966e-05
2025-04-01,Y61,Atorvastatin,Lipitor 20mg chewable tablets,19,712.0,7342352,2.587726657615979e-06
2025-04-01,Y63,Atorvastatin,Lipitor 20mg chewable tablets,20,874.0,9275991,2.1561038599541548e-06
2025-04-01,Y56,Atorvastatin,Atorvastatin 20mg tablets,379460,13719571.0,11124285,0.03411095634461001
2025-04-01,Y60,Atorvastatin,Lipitor 80mg tablets,159,5180.0,12021227,1.322660324108346e-05
2025-04-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,1,200.0,11124285,8.98934178691035e-08
2025-04-01,Y56,Atorvastatin,Atorvastatin 60mg tablets,470,13209.0,11124285,4.224990639847865e-05
2025-04-01,Y60,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,736,31372.0,12021227,6.122503135495236e-05
2025-04-01,Y56,Atorvastatin,Atorvastatin 10mg/5ml oral solution,1,150.0,11124285,8.98934178691035e-08
2025-04-01,Y60,Atorvastatin,Lipitor 10mg tablets,417,15211.0,12021227,3.468863868887926e-05
2025-04-01,Y61,Atorvastatin,Atorvastatin 60mg tablets,934,27865.0,7342352,0.00012720719464280657
2025-04-01,Y62,Atorvastatin,Atorvastatin 80mg tablets,127063,3601667.0,7972232,0.015938196479982018
2025-04-01,Y56,Atorvastatin,Atorvastatin 80mg tablets,129659,3031823.0,11124285,0.01165549066749009
2025-04-01,Y63,Atorvastatin,Lipitor 10mg chewable tablets,6,176.0,9275991,6.468311579862465e-07
2025-04-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,162,41850.0,9275991,1.7464441265628655e-05
2025-04-01,Y63,Atorvastatin,Lipitor 80mg tablets,139,4256.0,9275991,1.4984921826681375e-05
2025-04-01,Y60,Atorvastatin,Atorvastatin 20mg tablets,680081,23023590.0,12021227,0.0565733431371024
2025-04-01,Y61,Atorvastatin,Atorvastatin 30mg tablets,391,12012.0,7342352,5.325269069093936e-05
2025-04-01,Y58,Atorvastatin,Atorvastatin 80mg tablets,95705,3018439.0,6149150,0.015563939731507607
2025-04-01,Y60,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,177,5679.0,12021227,1.4723954551394795e-05
2025-04-01,Y56,Atorvastatin,Lipitor 40mg tablets,261,10507.0,11124285,2.3462182063836012e-05
2025-04-01,Y60,Atorvastatin,Atorvastatin 80mg tablets,160728,4975359.0,12021227,0.013370348966873348
2025-04-01,Y62,Atorvastatin,Atorvastatin 10mg/5ml oral solution,2,860.0,7972232,2.5087077245117805e-07
2025-04-01,Y56,Atorvastatin,Lipitor 80mg tablets,123,4767.0,11124285,1.1056890397899731e-05
2025-04-01,Y62,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,79,2673.0,7972232,9.909395511821532e-06
2025-04-01,Y62,Atorvastatin,Atorvastatin 40mg tablets,202032,6316758.0,7972232,0.0253419619499282
2025-04-01,Y61,Atorvastatin,Lipitor 20mg tablets,1386,45014.0,7342352,0.00018876784986609195
2025-04-01,Y62,Atorvastatin,Atorvastatin 10mg tablets,66718,2252932.0,7972232,0.008368798098198849
2025-04-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,1,150.0,6149150,1.6262410251823423e-07
2025-04-01,Y59,Atorvastatin,Atorvastatin 60mg tablets,751,27325.0,9884038,7.598109193833533e-05
2025-04-01,Y58,Atorvastatin,Lipitor 40mg tablets,173,6643.0,6149150,2.8133969735654522e-05
2025-04-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,54,1775.0,7342352,7.354591553224362e-06
2025-04-01,Y56,Atorvastatin,Lipitor 20mg chewable tablets,17,884.0,11124285,1.5281881037747594e-06
2025-04-01,Y62,Atorvastatin,Lipitor 40mg tablets,262,9786.0,7972232,3.2864071191104324e-05
2025-04-01,Y59,Atorvastatin,Lipitor 80mg tablets,98,3871.0,9884038,9.914976045215529e-06
2025-04-01,Y63,Atorvastatin,Atorvastatin 10mg/5ml oral suspension,2,400.0,9275991,2.1561038599541547e-07
2025-04-01,Y62,Atorvastatin,Lipitor 10mg chewable tablets,4,144.0,7972232,5.017415449023561e-07
2025-04-01,Y63,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,5,1450.0,9275991,5.390259649885387e-07
2025-04-01,Y62,Atorvastatin,Atorvastatin 30mg tablets,101,3444.0,7972232,1.2668974008784491e-05
2025-04-01,Y60,Atorvastatin,Lipitor 20mg tablets,1850,52256.0,12021227,0.00015389444022644277
2025-04-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,206,46200.0,12021227,1.713635388467417e-05
2025-04-01,Y60,Atorvastatin,Atorvastatin 40mg tablets,286574,9321558.0,12021227,0.02383899746673114
2025-04-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,8,356.0,11124285,7.19147342952828e-07
2025-04-01,Y58,Atorvastatin,Atorvastatin 40mg tablets,150989,5129434.0,6149150,0.024554450615125668
2025-04-01,Y60,Atorvastatin,Lipitor 40mg tablets,493,15258.0,12021227,4.101078866574935e-05
2025-04-01,Y61,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,99,24900.0,7342352,1.3483417847577996e-05
2025-04-01,Y61,Atorvastatin,Lipitor 80mg tablets,89,2716.0,7342352,1.2121456448832744e-05
2025-04-01,Y58,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,214,9994.0,6149150,3.4801557938902125e-05
2025-04-01,Y63,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,837,31467.0,9275991,9.023294653908138e-05
2025-04-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,2,400.0,11124285,1.79786835738207e-07
2025-04-01,Y60,Atorvastatin,Atorvastatin 10mg/5ml oral solution,4,1500.0,12021227,3.3274473562474114e-07
2025-04-01,Y58,Atorvastatin,Lipitor 10mg tablets,170,6748.0,6149150,2.7646097428099818e-05
2025-04-01,Y62,Atorvastatin,Lipitor 80mg tablets,76,2554.0,7972232,9.533089353144765e-06
2025-04-01,Y61,Atorvastatin,Atorvastatin 10mg tablets,79645,2584044.0,7342352,0.010847341560306561
2025-04-01,Y62,Atorvastatin,Atorvastatin 20mg tablets,437751,14422029.0,7972232,0.05490946575563782
2025-04-01,Y56,Atorvastatin,Lipitor 20mg tablets,510,22898.0,11124285,4.584564311324279e-05
2025-04-01,Y63,Atorvastatin,Atorvastatin 40mg tablets,339953,9553873.0,9275991,0.036648698775149736
2025-04-01,Y62,Atorvastatin,Atorvastatin 20mg/5ml oral suspension sugar free,92,23250.0,7972232,1.154005553275419e-05
2025-04-01,Y59,Atorvastatin,Atorvastatin 10mg/5ml oral solution,3,450.0,9884038,3.0351967485353656e-07
2025-05-01,Y56,Atorvastatin,Lipitor 20mg chewable tablets,23,1153.0,11122723,2.067838963534379e-06
2025-05-01,Y62,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,457,17747.0,7973347,5.7315955269474664e-05
2025-05-01,Y58,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,238,10612.0,6149182,3.870433498309206e-05
2025-05-01,Y61,Atorvastatin,Atorvastatin 20mg chewable tablets sugar free,351,15533.0,7345292,4.7785710901622425e-05
2025-05-01,Y58,Atorvastatin,Lipitor 80mg tablets,100,3661.0,6149182,1.6262325623147923e-05
2025-05-01,Y56,Atorvastatin,Lipitor 10mg chewable tablets,7,328.0,11122723,6.293422932495937e-07
2025-05-01,Y60,Atorvastatin,Atorvastatin 20mg tablets,704881,23958183.0,12021740,0.05863385832666486
2025-05-01,Y61,Atorvastatin,Lipitor 20mg tablets,1280,40036.0,7345292,0.00017426128192044645
2025-05-01,Y58,Atorvastatin,Atorvastatin 40mg tablets,157555,5396599.0,6149182,0.02562210713555071
2025-05-01,Y61,Atorvastatin,Atorvastatin 80mg tablets,86524,2533127.0,7345292,0.01177951809131618
2025-05-01,Y58,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,1,150.0,6149182,1.6262325623147924e-07
2025-05-01,Y59,Atorvastatin,Atorvastatin 40mg tablets,215967,7972240.0,9885194,0.02184752266875086
2025-05-01,Y63,Atorvastatin,Atorvastatin 60mg tablets,661,19510.0,9275049,7.126646985908106e-05
2025-05-01,Y60,Atorvastatin,Atorvastatin 30mg tablets,416,12740.0,12021740,3.460397579718078e-05
2025-05-01,Y58,Atorvastatin,Lipitor 10mg tablets,203,8214.0,6149182,3.301252101499029e-05
2025-05-01,Y60,Atorvastatin,Atorvastatin 20mg/5ml oral solution,2,1200.0,12021740,1.663652682556768e-07
2025-05-01,Y63,Atorvastatin,Atorvastatin 20mg tablets,590773,17711253.0,9275049,0.06369486565515718
2025-05-01,Y56,Atorvastatin,Lipitor 10mg tablets,389,16114.0,11122723,3.497345029629885e-05
2025-05-01,Y56,Atorvastatin,Atorvastatin 20mg/5ml oral suspension,1,200.0,11122723,8.990604189279909e-08
2025-05-01,Y61,Atorvastatin,Atorvastatin 10mg tablets,81805,2654859.0,7345292,0.011137065755861033
2025-05-01,Y60,Atorvastatin,Lipitor 80mg tablets,176,5194.0,12021740,1.4640143606499558e-05
2025-05-01,Y63,Atorvastatin,Lipitor 20mg chewable tablets,30,1460.0,9275049,3.234484259867522e-06
2025-05-01,Y60,Atorvastatin,Lipitor 10mg tablets,441,16147.0,12021740,3.668354165037673e-05
2025-05-01,Y61,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,54,1865.0,7345292,7.351647831018835e-06
2025-05-01,Y58,Atorvastatin,Atorvastatin 10mg tablets,42267,1469862.0,6149182,0.006873597171135933
2025-05-01,Y63,Atorvastatin,Atorvastatin 10mg chewable tablets sugar free,76,2049.0,9275049,8.19402679166439e-06
2025-05-01,Y59,Atorvastatin,Lipitor 20mg chewable tablets,26,1036.0,9885194,2.6301962308478723e-06
2025-05-01,Y58,Atorvastatin,Atorvastatin 60mg tablets,305,10556.0,6149182,4.960009315060117e-05
